name,link,image,sku,model,price,original_price,save,rating,rating_count,is_sold_out,product
Sony - PlayStation 4 1TB Console - Black,https://www.bestbuy.com/site/sony-playstation-4-1tb-console-black/5850905.p?skuId=5850905,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5850/5850905_sd.jpg;maxHeight=191;maxWidth=300;format=webp,5850905.0,3002337,299.0,,,4.8,13096.0,False,PlayStation
Sony - Geek Squad Certified Refurbished PlayStation 4 Pro Console - Jet Black,https://www.bestbuy.com/site/sony-geek-squad-certified-refurbished-playstation-4-pro-console-jet-black/6509620.p?skuId=6509620,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6509/6509620_sd.jpg;maxHeight=172;maxWidth=300;format=webp,6509620.0,TI-GSRF 3003346,209.0,399.0,47.62%,3.8,185.0,False,PlayStation
Nintendo Switch: Mario Kart 8 Deluxe Bundle - Multi,https://www.bestbuy.com/site/nintendo-switch-mario-kart-8-deluxe-bundle-multi/6352465.p?skuId=6352465,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/b0ad4859-e329-406b-a5e6-40cc9ad2f36e.jpg;maxHeight=166;maxWidth=300;format=webp,,6352465,299.0,,,5.0,1.0,False,Nintendo
Nintendo - Switch with Neon Blue and Neon Red Joy‑Con - Multi,https://www.bestbuy.com/site/nintendo-switch-with-neon-blue-and-neon-red-joycon-multi/6522225.p?skuId=6522225,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6522/6522225_sd.jpg;maxHeight=166;maxWidth=300;format=webp,6522225.0,HADSKABAH,299.0,,,4.9,55536.0,False,Nintendo
Nintendo - Switch 32GB Lite - Blue,https://www.bestbuy.com/site/nintendo-switch-32gb-lite-blue/6460946.p?skuId=6460946,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6460/6460946_sd.jpg;maxHeight=128;maxWidth=300;format=webp,6460946.0,HDHSBBZAA,199.0,,,4.8,16991.0,False,Nintendo
Nintendo - Switch – OLED Model w/Joy-Con - White,https://www.bestbuy.com/site/nintendo-switch-oled-model-w-joy-con-white/6470923.p?skuId=6470923,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6470/6470923_sd.jpg;maxHeight=200;maxWidth=232;format=webp,6470923.0,115461,349.0,,,4.9,12646.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con - Multi,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-oled-model-w-neon-red-neon-blue-joy-con-multi/6483513.p?skuId=6483513,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6483/6483513_sd.jpg;maxHeight=200;maxWidth=232;format=webp,6483513.0,GSRF 115464,0.0,,,4.6,569.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch Lite - Turquoise,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-lite-turquoise/6377155.p?skuId=6377155,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6257/6257139_sd.jpg;maxHeight=129;maxWidth=300;format=webp,6377155.0,GSRF 110663,0.0,,,4.6,275.0,False,Nintendo
Geek Squad Certified Refurbished Nintendo Switch – OLED Model Splatoon 3 Special Edition - Multi,https://www.bestbuy.com/site/geek-squad-certified-refurbished-nintendo-switch-oled-model-splatoon-3-special-edition-multi/6520816.p?skuId=6520816,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6520/6520816_sd.jpg;maxHeight=190;maxWidth=300;format=webp,6520816.0,GSRF HEGSKCAAA,0.0,,,4.9,14.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch Lite 32GB Console,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-lite-32gb-console/6463700.p?skuId=6463700,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6463/6463700_sd.jpg;maxHeight=128;maxWidth=300;format=webp,6463700.0,GSRF HDHSBBZAA,0.0,,,4.7,71.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch with Neon Blue and Neon Red Joy‑Con,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-with-neon-blue-and-neon-red-joycon/6534106.p?skuId=6534106,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534106_sd.jpg;maxHeight=150;maxWidth=300;format=webp,6534106.0,GSRF HADSKABAH,0.0,,,4.7,90.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch – OLED Model w/Joy-Con - White,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-oled-model-w-joy-con-white/6483512.p?skuId=6483512,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6483/6483512_sd.jpg;maxHeight=200;maxWidth=232;format=webp,6483512.0,GSRF 115461,0.0,,,4.6,569.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Mario Red Edition - Red,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-mario-red-edition-red/6563716.p?skuId=6563716,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6560/6560199_sd.jpg;maxHeight=200;maxWidth=232;format=webp,,6563716,0.0,,,4.0,1.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch - Neon Red/Neon Blue Joy-Con,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-neon-red-neon-blue-joy-con/6377113.p?skuId=6377113,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6377/6377113_sd.jpg;maxHeight=143;maxWidth=300;format=webp,6377113.0,GSRF HADSKABAA,0.0,,,4.5,172.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch Mario Choose One Bundle,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-mario-choose-one-bundle/6538511.p?skuId=6538511,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6538/6538511_sd.jpg;maxHeight=138;maxWidth=300;format=webp,6538511.0,GSRF 118107,0.0,,,0.0,0.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch – OLED Model: Pokémon Scarlet & Violet Edition - Multi,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-oled-model-pokemon-scarlet-violet-edition-multi/6534882.p?skuId=6534882,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534882_sd.jpg;maxHeight=190;maxWidth=300;format=webp,6534882.0,GSRF HEGSKEAAA,0.0,,,0.0,0.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch - Animal Crossing: New Horizons Edition 32GB Console - Multi,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-animal-crossing-new-horizons-edition-32gb-console-multi/6407085.p?skuId=6407085,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6401/6401728_sd.jpg;maxHeight=143;maxWidth=300;format=webp,6407085.0,HADSKEAAA,0.0,,,4.5,86.0,False,Nintendo
Nintendo - Geek Squad Certified Refurbished Switch - Gray Joy-Con,https://www.bestbuy.com/site/nintendo-geek-squad-certified-refurbished-switch-gray-joy-con/6376684.p?skuId=6376684,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6376/6376684_sd.jpg;maxHeight=143;maxWidth=300;format=webp,6376684.0,GSRF HADSKAAAA,0.0,,,4.5,172.0,False,Nintendo
